Id,Image,Part No,Name,Color,Quantity,Average Price,Value,Used Price,Used Value,Remarks
137.3,"=IMAGE(""HTTP://img.bricklink.com/P/89/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Dark Purple,177,0.0206,3.6462,0.0204,3.6108000000000002,
138,"=IMAGE(""HTTP://img.bricklink.com/P/3/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Yellow,66,0.0238,1.5708000000000002,0.0238,1.5708000000000002,
139.1,"=IMAGE(""HTTP://img.bricklink.com/P/4/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Orange,179,0.0190,3.401,0.0187,3.3473,
139.2,"=IMAGE(""HTTP://img.bricklink.com/P/4/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Orange,179,0.0190,3.401,0.0187,3.3473,
140,"=IMAGE(""HTTP://img.bricklink.com/P/104/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Bright Pink,50,0.0195,0.975,0.019,0.95,
141,"=IMAGE(""HTTP://img.bricklink.com/P/11/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Black,108,0.0223,2.4084,0.0223,2.4084,
142,"=IMAGE(""HTTP://img.bricklink.com/P/5/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Red,183,0.0206,3.7698,0.0205,3.7515,
143,"=IMAGE(""HTTP://img.bricklink.com/P/1/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Various,50,0.1,5.0,0.1,5.0,
144.1,"=IMAGE(""HTTP://img.bricklink.com/P/12/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Trans-Clear,249,0.0241,6.0009,0.0242,6.0258,
144.2,"=IMAGE(""HTTP://img.bricklink.com/P/12/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Trans-Clear,249,0.0241,6.0009,0.0242,6.0258,
144.3,"=IMAGE(""HTTP://img.bricklink.com/P/12/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Trans-Clear,249,0.0241,6.0009,0.0242,6.0258,
144.4,"=IMAGE(""HTTP://img.bricklink.com/P/12/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Trans-Clear,249,0.0241,6.0009,0.0242,6.0258,
144.5,"=IMAGE(""HTTP://img.bricklink.com/P/12/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Trans-Clear,249,0.0241,6.0009,0.0242,6.0258,
144.6,"=IMAGE(""HTTP://img.bricklink.com/P/12/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Trans-Clear,249,0.0241,6.0009,0.0242,6.0258,
144.7,"=IMAGE(""HTTP://img.bricklink.com/P/12/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Trans-Clear,249,0.0241,6.0009,0.0242,6.0258,
144.8,"=IMAGE(""HTTP://img.bricklink.com/P/12/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Trans-Clear,249,0.0241,6.0009,0.0242,6.0258,
144.9,"=IMAGE(""HTTP://img.bricklink.com/P/12/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Trans-Clear,249,0.0241,6.0009,0.0242,6.0258,
144.10,"=IMAGE(""HTTP://img.bricklink.com/P/12/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Trans-Clear,249,0.0241,6.0009,0.0242,6.0258,
144.11,"=IMAGE(""HTTP://img.bricklink.com/P/12/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Trans-Clear,249,0.0241,6.0009,0.0242,6.0258,
144.12,"=IMAGE(""HTTP://img.bricklink.com/P/12/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Trans-Clear,249,0.0241,6.0009,0.0242,6.0258,
144.13,"=IMAGE(""HTTP://img.bricklink.com/P/12/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Trans-Clear,249,0.0241,6.0009,0.0242,6.0258,
144.14,"=IMAGE(""HTTP://img.bricklink.com/P/12/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Trans-Clear,249,0.0241,6.0009,0.0242,6.0258,
144.15,"=IMAGE(""HTTP://img.bricklink.com/P/12/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Trans-Clear,249,0.0241,6.0009,0.0242,6.0258,
144.16,"=IMAGE(""HTTP://img.bricklink.com/P/12/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Trans-Clear,249,0.0241,6.0009,0.0242,6.0258,
144.17,"=IMAGE(""HTTP://img.bricklink.com/P/12/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Trans-Clear,249,0.0241,6.0009,0.0242,6.0258,
145.1,"=IMAGE(""HTTP://img.bricklink.com/P/14/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Trans-Dark Blue,250,0.0313,7.825,0.0313,7.825,
145.2,"=IMAGE(""HTTP://img.bricklink.com/P/14/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Trans-Dark Blue,250,0.0313,7.825,0.0313,7.825,
145.3,"=IMAGE(""HTTP://img.bricklink.com/P/14/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Trans-Dark Blue,250,0.0313,7.825,0.0313,7.825,
145.4,"=IMAGE(""HTTP://img.bricklink.com/P/14/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Trans-Dark Blue,250,0.0313,7.825,0.0313,7.825,
146,"=IMAGE(""HTTP://img.bricklink.com/P/50/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Trans-Dark Pink,141,0.0430,6.063,0.0427,6.020700000000001,
147.1,"=IMAGE(""HTTP://img.bricklink.com/P/17/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Trans-Red,237,0.0183,4.3371,0.0182,4.313400000000001,
147.2,"=IMAGE(""HTTP://img.bricklink.com/P/17/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Trans-Red,237,0.0183,4.3371,0.0182,4.313400000000001,
148,"=IMAGE(""HTTP://img.bricklink.com/P/98/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Trans-Orange,83,0.0213,1.7679,0.0214,1.7762,
149.1,"=IMAGE(""HTTP://img.bricklink.com/P/19/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Trans-Yellow,141,0.0184,2.5944,0.0184,2.5944,
149.2,"=IMAGE(""HTTP://img.bricklink.com/P/19/4073.jpg"")",4073,"Plate, Round 1 x 1 Straight Side",Trans-Yellow,141,0.0184,2.5944,0.0184,2.5944,
150.1,"=IMAGE(""HTTP://img.bricklink.com/P/20/3024.jpg"")",3024,Plate 1 x 1,Trans-Green,242,0.0349,8.4458,0.035,8.47,
150.2,"=IMAGE(""HTTP://img.bricklink.com/P/20/3024.jpg"")",3024,Plate 1 x 1,Trans-Green,242,0.0349,8.4458,0.035,8.47,
151.1,"=IMAGE(""HTTP://img.bricklink.com/P/19/3024.jpg"")",3024,Plate 1 x 1,Trans-Yellow,197,0.0242,4.7674,0.0238,4.6886,
151.2,"=IMAGE(""HTTP://img.bricklink.com/P/19/3024.jpg"")",3024,Plate 1 x 1,Trans-Yellow,197,0.0242,4.7674,0.0238,4.6886,
152,"=IMAGE(""HTTP://img.bricklink.com/P/14/3024.jpg"")",3024,Plate 1 x 1,Trans-Dark Blue,165,0.0784,12.936,0.0784,12.936,
153,"=IMAGE(""HTTP://img.bricklink.com/P/17/3024.jpg"")",3024,Plate 1 x 1,Trans-Red,110,0.0238,2.6180000000000003,0.024,2.64,
154.1,"=IMAGE(""HTTP://img.bricklink.com/P/12/3024.jpg"")",3024,Plate 1 x 1,Trans-Clear,172,0.0372,6.3984,0.0374,6.4328,
154.2,"=IMAGE(""HTTP://img.bricklink.com/P/12/3024.jpg"")",3024,Plate 1 x 1,Trans-Clear,172,0.0372,6.3984,0.0374,6.4328,
155.1,"=IMAGE(""HTTP://img.bricklink.com/P/51/4589b.jpg"")",4589b,Cone 1 x 1 with Top Groove,Trans-Purple,198,0.0386,7.6428,0.039,7.722,
155.2,"=IMAGE(""HTTP://img.bricklink.com/P/51/4589b.jpg"")",4589b,Cone 1 x 1 with Top Groove,Trans-Purple,198,0.0386,7.6428,0.039,7.722,
156,"=IMAGE(""HTTP://img.bricklink.com/P/1/3062b.jpg"")",3062b,"Brick, Round 1 x 1 Open Stud",Various Trans,60,0.1,6.0,0.1,6.0,
157.1,"=IMAGE(""HTTP://img.bricklink.com/P/20/3062b.jpg"")",3062b,"Brick, Round 1 x 1 Open Stud",Trans-Green,212,0.0331,7.0172,0.0333,7.0596000000000005,
157.2,"=IMAGE(""HTTP://img.bricklink.com/P/20/3062b.jpg"")",3062b,"Brick, Round 1 x 1 Open Stud",Trans-Green,212,0.0331,7.0172,0.0333,7.0596000000000005,
158,"=IMAGE(""HTTP://img.bricklink.com/P/1/2453b.jpg"")",2453b,Brick 1 x 1 x 5 - Solid Stud,White,31,0.0754,2.3373999999999997,0.0754,2.3373999999999997,
159.1,"=IMAGE(""HTTP://img.bricklink.com/P/17/4589b.jpg"")",4589b,Cone 1 x 1 with Top Groove,Trans-Red,237,0.0227,5.3799,0.0225,5.3325,
159.2,"=IMAGE(""HTTP://img.bricklink.com/P/17/4589b.jpg"")",4589b,Cone 1 x 1 with Top Groove,Trans-Red,237,0.0227,5.3799,0.0225,5.3325,
159.3,"=IMAGE(""HTTP://img.bricklink.com/P/17/4589b.jpg"")",4589b,Cone 1 x 1 with Top Groove,Trans-Red,237,0.0227,5.3799,0.0225,5.3325,
159.4,"=IMAGE(""HTTP://img.bricklink.com/P/17/4589b.jpg"")",4589b,Cone 1 x 1 with Top Groove,Trans-Red,237,0.0227,5.3799,0.0225,5.3325,
159.5,"=IMAGE(""HTTP://img.bricklink.com/P/17/4589b.jpg"")",4589b,Cone 1 x 1 with Top Groove,Trans-Red,237,0.0227,5.3799,0.0225,5.3325,
159.6,"=IMAGE(""HTTP://img.bricklink.com/P/17/4589b.jpg"")",4589b,Cone 1 x 1 with Top Groove,Trans-Red,237,0.0227,5.3799,0.0225,5.3325,
159.7,"=IMAGE(""HTTP://img.bricklink.com/P/17/4589b.jpg"")",4589b,Cone 1 x 1 with Top Groove,Trans-Red,237,0.0227,5.3799,0.0225,5.3325,
159.8,"=IMAGE(""HTTP://img.bricklink.com/P/17/4589b.jpg"")",4589b,Cone 1 x 1 with Top Groove,Trans-Red,237,0.0227,5.3799,0.0225,5.3325,
159.9,"=IMAGE(""HTTP://img.bricklink.com/P/17/4589b.jpg"")",4589b,Cone 1 x 1 with Top Groove,Trans-Red,237,0.0227,5.3799,0.0225,5.3325,
159.10,"=IMAGE(""HTTP://img.bricklink.com/P/17/4589b.jpg"")",4589b,Cone 1 x 1 with Top Groove,Trans-Red,237,0.0227,5.3799,0.0225,5.3325,
159.11,"=IMAGE(""HTTP://img.bricklink.com/P/17/4589b.jpg"")",4589b,Cone 1 x 1 with Top Groove,Trans-Red,237,0.0227,5.3799,0.0225,5.3325,
159.12,"=IMAGE(""HTTP://img.bricklink.com/P/17/4589b.jpg"")",4589b,Cone 1 x 1 with Top Groove,Trans-Red,237,0.0227,5.3799,0.0225,5.3325,
160.1,"=IMAGE(""HTTP://img.bricklink.com/P/104/4589b.jpg"")",4589b,Cone 1 x 1 with Top Groove,Bright Pink,70,0.2165,15.155,0.2073,14.511000000000001,
160.2,"=IMAGE(""HTTP://img.bricklink.com/P/104/4589b.jpg"")",4589b,Cone 1 x 1 with Top Groove,Bright Pink,70,0.2165,15.155,0.2073,14.511000000000001,
161,"=IMAGE(""HTTP://img.bricklink.com/P/156/3062b.jpg"")",3062b,"Brick, Round 1 x 1 Open Stud",Medium Azure,164,0.0340,5.5760000000000005,0.034,5.5760000000000005,
162,"=IMAGE(""HTTP://img.bricklink.com/P/1/3062b.jpg"")",3062b,"Brick, Round 1 x 1 Open Stud",Various,53,0.1,5.300000000000001,0.1,5.300000000000001,
163,"=IMAGE(""HTTP://img.bricklink.com/P/2/3005.jpg"")",3005,Brick 1 x 1,Tan,31,0.0665,2.0615,0.0662,2.0522,
164,"=IMAGE(""HTTP://img.bricklink.com/P/4/3005.jpg"")",3005,Brick 1 x 1,Orange,102,0.0299,3.0498,0.0301,3.0702,
165,"=IMAGE(""HTTP://img.bricklink.com/P/47/3005.jpg"")",3005,Brick 1 x 1,Dark Pink,227,0.0568,12.893600000000001,0.0559,12.6893,
166,"=IMAGE(""HTTP://img.bricklink.com/P/154/3005.jpg"")",3005,Brick 1 x 1,Lavender,88,0.0627,5.517600000000001,0.0631,5.5528,
167,"=IMAGE(""HTTP://img.bricklink.com/P/88/3005.jpg"")",3005,Brick 1 x 1,Reddish Brown,65,0.0539,3.5035000000000003,0.0544,3.5359999999999996,
168,"=IMAGE(""HTTP://img.bricklink.com/P/104/3005.jpg"")",3005,Brick 1 x 1,Bright Pink,40,0.0625,2.5,0.0615,2.46,
169,"=IMAGE(""HTTP://img.bricklink.com/P/89/3005.jpg"")",3005,Brick 1 x 1,Dark Purple,222,0.0653,14.496599999999999,0.0648,14.385599999999998,
170,"=IMAGE(""HTTP://img.bricklink.com/P/156/3005.jpg"")",3005,Brick 1 x 1,Medium Azure,47,0.0663,3.1161,0.0672,3.1584,
171.1,"=IMAGE(""HTTP://img.bricklink.com/P/34/3005.jpg"")",3005,Brick 1 x 1,Lime,128,0.0260,3.328,0.0266,3.4048,
171.2,"=IMAGE(""HTTP://img.bricklink.com/P/34/3005.jpg"")",3005,Brick 1 x 1,Lime,128,0.0260,3.328,0.0266,3.4048,
172.1,"=IMAGE(""HTTP://img.bricklink.com/P/80/3005.jpg"")",3005,Brick 1 x 1,Dark Green,169,0.0625,10.5625,0.0623,10.5287,
172.2,"=IMAGE(""HTTP://img.bricklink.com/P/80/3005.jpg"")",3005,Brick 1 x 1,Dark Green,169,0.0625,10.5625,0.0623,10.5287,
173.1,"=IMAGE(""HTTP://img.bricklink.com/P/1/3005.jpg"")",3005,Brick 1 x 1,White,240,0.0695,16.68,0.0693,16.632,
173.2,"=IMAGE(""HTTP://img.bricklink.com/P/1/3005.jpg"")",3005,Brick 1 x 1,White,240,0.0695,16.68,0.0693,16.632,
173.3,"=IMAGE(""HTTP://img.bricklink.com/P/1/3005.jpg"")",3005,Brick 1 x 1,White,240,0.0695,16.68,0.0693,16.632,
173.4,"=IMAGE(""HTTP://img.bricklink.com/P/1/3005.jpg"")",3005,Brick 1 x 1,White,240,0.0695,16.68,0.0693,16.632,
173.5,"=IMAGE(""HTTP://img.bricklink.com/P/1/3005.jpg"")",3005,Brick 1 x 1,White,240,0.0695,16.68,0.0693,16.632,
174.1,"=IMAGE(""HTTP://img.bricklink.com/P/5/3005.jpg"")",3005,Brick 1 x 1,Red,233,0.0384,8.947199999999999,0.0386,8.9938,
174.2,"=IMAGE(""HTTP://img.bricklink.com/P/5/3005.jpg"")",3005,Brick 1 x 1,Red,233,0.0384,8.947199999999999,0.0386,8.9938,
174.3,"=IMAGE(""HTTP://img.bricklink.com/P/5/3005.jpg"")",3005,Brick 1 x 1,Red,233,0.0384,8.947199999999999,0.0386,8.9938,
174.4,"=IMAGE(""HTTP://img.bricklink.com/P/5/3005.jpg"")",3005,Brick 1 x 1,Red,233,0.0384,8.947199999999999,0.0386,8.9938,
174.5,"=IMAGE(""HTTP://img.bricklink.com/P/5/3005.jpg"")",3005,Brick 1 x 1,Red,233,0.0384,8.947199999999999,0.0386,8.9938,
175.1,"=IMAGE(""HTTP://img.bricklink.com/P/7/3005.jpg"")",3005,Brick 1 x 1,Blue,211,0.0376,7.9336,0.038,8.018,
175.2,"=IMAGE(""HTTP://img.bricklink.com/P/7/3005.jpg"")",3005,Brick 1 x 1,Blue,211,0.0376,7.9336,0.038,8.018,
175.3,"=IMAGE(""HTTP://img.bricklink.com/P/7/3005.jpg"")",3005,Brick 1 x 1,Blue,211,0.0376,7.9336,0.038,8.018,
175.4,"=IMAGE(""HTTP://img.bricklink.com/P/7/3005.jpg"")",3005,Brick 1 x 1,Blue,211,0.0376,7.9336,0.038,8.018,
175.5,"=IMAGE(""HTTP://img.bricklink.com/P/7/3005.jpg"")",3005,Brick 1 x 1,Blue,211,0.0376,7.9336,0.038,8.018,
176.1,"=IMAGE(""HTTP://img.bricklink.com/P/3/3005.jpg"")",3005,Brick 1 x 1,Yellow,235,0.0380,8.93,0.0382,8.977,
176.2,"=IMAGE(""HTTP://img.bricklink.com/P/3/3005.jpg"")",3005,Brick 1 x 1,Yellow,235,0.0380,8.93,0.0382,8.977,
177.1,"=IMAGE(""HTTP://img.bricklink.com/P/6/3005.jpg"")",3005,Brick 1 x 1,Green,224,0.0447,10.012799999999999,0.0445,9.968,
177.2,"=IMAGE(""HTTP://img.bricklink.com/P/6/3005.jpg"")",3005,Brick 1 x 1,Green,224,0.0447,10.012799999999999,0.0445,9.968,
177.3,"=IMAGE(""HTTP://img.bricklink.com/P/6/3005.jpg"")",3005,Brick 1 x 1,Green,224,0.0447,10.012799999999999,0.0445,9.968,
178.1,"=IMAGE(""HTTP://img.bricklink.com/P/85/3005.jpg"")",3005,Brick 1 x 1,Dark Bluish Gray,129,0.0407,5.2503,0.0406,5.2374,
178.2,"=IMAGE(""HTTP://img.bricklink.com/P/85/3005.jpg"")",3005,Brick 1 x 1,Dark Bluish Gray,129,0.0407,5.2503,0.0406,5.2374,
179,"=IMAGE(""HTTP://img.bricklink.com/P/12/54200.jpg"")",54200,Slope 30 1 x 1 x 2/3,Trans-Clear,209,0.0282,5.8938,0.028,5.852,
180.1,"=IMAGE(""HTTP://img.bricklink.com/P/98/54200.jpg"")",54200,Slope 30 1 x 1 x 2/3,Trans-Orange,226,0.0225,5.085,0.0225,5.085,
180.2,"=IMAGE(""HTTP://img.bricklink.com/P/98/54200.jpg"")",54200,Slope 30 1 x 1 x 2/3,Trans-Orange,226,0.0225,5.085,0.0225,5.085,
180.3,"=IMAGE(""HTTP://img.bricklink.com/P/98/54200.jpg"")",54200,Slope 30 1 x 1 x 2/3,Trans-Orange,226,0.0225,5.085,0.0225,5.085,
180.4,"=IMAGE(""HTTP://img.bricklink.com/P/98/54200.jpg"")",54200,Slope 30 1 x 1 x 2/3,Trans-Orange,226,0.0225,5.085,0.0225,5.085,
180.5,"=IMAGE(""HTTP://img.bricklink.com/P/98/54200.jpg"")",54200,Slope 30 1 x 1 x 2/3,Trans-Orange,226,0.0225,5.085,0.0225,5.085,
180.6,"=IMAGE(""HTTP://img.bricklink.com/P/98/54200.jpg"")",54200,Slope 30 1 x 1 x 2/3,Trans-Orange,226,0.0225,5.085,0.0225,5.085,
181.1,"=IMAGE(""HTTP://img.bricklink.com/P/17/3070b.jpg"")",3070b,Tile 1 x 1 with Groove &#40;3070&#41;,Trans-Red,168,0.0234,3.9312,0.0235,3.948,
181.2,"=IMAGE(""HTTP://img.bricklink.com/P/17/3070b.jpg"")",3070b,Tile 1 x 1 with Groove &#40;3070&#41;,Trans-Red,168,0.0234,3.9312,0.0235,3.948,
182,"=IMAGE(""HTTP://img.bricklink.com/P/17/30153.jpg"")",30153,Rock 1 x 1 Jewel 24 Facet,Trans-Red,118,0.0330,3.894,0.0335,3.9530000000000003,
183,"=IMAGE(""HTTP://img.bricklink.com/P/86/3069bpx19.jpg"")",3069bpx19,"Tile 1 x 2 with Red 82, Yellow and White Gauges Pattern",Light Bluish Gray,142,0.0398,5.6516,0.04,5.68,
184,"=IMAGE(""HTTP://img.bricklink.com/P/1/3024.jpg"")",N/A,"Misc 1 x 1 Tile, Round, Plates",Various,100,0.1,10.0,0.1,10.0,
185.1,"=IMAGE(""HTTP://img.bricklink.com/P/1/2877.jpg"")",2877,"Brick, Modified 1 x 2 with Grille &#40;Flutes&#41;",White,247,0.0601,14.8447,0.0592,14.6224,
185.2,"=IMAGE(""HTTP://img.bricklink.com/P/1/2877.jpg"")",2877,"Brick, Modified 1 x 2 with Grille &#40;Flutes&#41;",White,247,0.0601,14.8447,0.0592,14.6224,
185.3,"=IMAGE(""HTTP://img.bricklink.com/P/1/2877.jpg"")",2877,"Brick, Modified 1 x 2 with Grille &#40;Flutes&#41;",White,247,0.0601,14.8447,0.0592,14.6224,
185.4,"=IMAGE(""HTTP://img.bricklink.com/P/1/2877.jpg"")",2877,"Brick, Modified 1 x 2 with Grille &#40;Flutes&#41;",White,247,0.0601,14.8447,0.0592,14.6224,
185.5,"=IMAGE(""HTTP://img.bricklink.com/P/1/2877.jpg"")",2877,"Brick, Modified 1 x 2 with Grille &#40;Flutes&#41;",White,247,0.0601,14.8447,0.0592,14.6224,
185.6,"=IMAGE(""HTTP://img.bricklink.com/P/1/2877.jpg"")",2877,"Brick, Modified 1 x 2 with Grille &#40;Flutes&#41;",White,247,0.0601,14.8447,0.0592,14.6224,
185.7,"=IMAGE(""HTTP://img.bricklink.com/P/1/2877.jpg"")",2877,"Brick, Modified 1 x 2 with Grille &#40;Flutes&#41;",White,247,0.0601,14.8447,0.0592,14.6224,
185.8,"=IMAGE(""HTTP://img.bricklink.com/P/1/2877.jpg"")",2877,"Brick, Modified 1 x 2 with Grille &#40;Flutes&#41;",White,247,0.0601,14.8447,0.0592,14.6224,
185.9,"=IMAGE(""HTTP://img.bricklink.com/P/1/2877.jpg"")",2877,"Brick, Modified 1 x 2 with Grille &#40;Flutes&#41;",White,247,0.0601,14.8447,0.0592,14.6224,
185.10,"=IMAGE(""HTTP://img.bricklink.com/P/1/2877.jpg"")",2877,"Brick, Modified 1 x 2 with Grille &#40;Flutes&#41;",White,247,0.0601,14.8447,0.0592,14.6224,
185.11,"=IMAGE(""HTTP://img.bricklink.com/P/1/2877.jpg"")",2877,"Brick, Modified 1 x 2 with Grille &#40;Flutes&#41;",White,247,0.0601,14.8447,0.0592,14.6224,
185.12,"=IMAGE(""HTTP://img.bricklink.com/P/1/2877.jpg"")",2877,"Brick, Modified 1 x 2 with Grille &#40;Flutes&#41;",White,247,0.0601,14.8447,0.0592,14.6224,
185.13,"=IMAGE(""HTTP://img.bricklink.com/P/1/2877.jpg"")",2877,"Brick, Modified 1 x 2 with Grille &#40;Flutes&#41;",White,247,0.0601,14.8447,0.0592,14.6224,
185.14,"=IMAGE(""HTTP://img.bricklink.com/P/1/2877.jpg"")",2877,"Brick, Modified 1 x 2 with Grille &#40;Flutes&#41;",White,247,0.0601,14.8447,0.0592,14.6224,
185.15,"=IMAGE(""HTTP://img.bricklink.com/P/1/2877.jpg"")",2877,"Brick, Modified 1 x 2 with Grille &#40;Flutes&#41;",White,247,0.0601,14.8447,0.0592,14.6224,
185.16,"=IMAGE(""HTTP://img.bricklink.com/P/1/2877.jpg"")",2877,"Brick, Modified 1 x 2 with Grille &#40;Flutes&#41;",White,247,0.0601,14.8447,0.0592,14.6224,
185.17,"=IMAGE(""HTTP://img.bricklink.com/P/1/2877.jpg"")",2877,"Brick, Modified 1 x 2 with Grille &#40;Flutes&#41;",White,247,0.0601,14.8447,0.0592,14.6224,
185.18,"=IMAGE(""HTTP://img.bricklink.com/P/1/2877.jpg"")",2877,"Brick, Modified 1 x 2 with Grille &#40;Flutes&#41;",White,247,0.0601,14.8447,0.0592,14.6224,
185.19,"=IMAGE(""HTTP://img.bricklink.com/P/1/2877.jpg"")",2877,"Brick, Modified 1 x 2 with Grille &#40;Flutes&#41;",White,247,0.0601,14.8447,0.0592,14.6224,
186.1,"=IMAGE(""HTTP://img.bricklink.com/P/85/30136.jpg"")",30136,"Brick, Modified 1 x 2 Log",Dark Bluish Gray,236,0.0461,10.8796,0.046,10.856,
186.2,"=IMAGE(""HTTP://img.bricklink.com/P/85/30136.jpg"")",30136,"Brick, Modified 1 x 2 Log",Dark Bluish Gray,236,0.0461,10.8796,0.046,10.856,
186.3,"=IMAGE(""HTTP://img.bricklink.com/P/85/30136.jpg"")",30136,"Brick, Modified 1 x 2 Log",Dark Bluish Gray,236,0.0461,10.8796,0.046,10.856,
186.4,"=IMAGE(""HTTP://img.bricklink.com/P/85/30136.jpg"")",30136,"Brick, Modified 1 x 2 Log",Dark Bluish Gray,236,0.0461,10.8796,0.046,10.856,
186.5,"=IMAGE(""HTTP://img.bricklink.com/P/85/30136.jpg"")",30136,"Brick, Modified 1 x 2 Log",Dark Bluish Gray,236,0.0461,10.8796,0.046,10.856,
187.1,"=IMAGE(""HTTP://img.bricklink.com/P/11/2877.jpg"")",2877,"Brick, Modified 1 x 2 with Grille &#40;Flutes&#41;",Black,235,0.0508,11.937999999999999,0.0503,11.8205,
187.2,"=IMAGE(""HTTP://img.bricklink.com/P/11/2877.jpg"")",2877,"Brick, Modified 1 x 2 with Grille &#40;Flutes&#41;",Black,235,0.0508,11.937999999999999,0.0503,11.8205,
187.3,"=IMAGE(""HTTP://img.bricklink.com/P/11/2877.jpg"")",2877,"Brick, Modified 1 x 2 with Grille &#40;Flutes&#41;",Black,235,0.0508,11.937999999999999,0.0503,11.8205,
188,"=IMAGE(""HTTP://img.bricklink.com/P/11/3021.jpg"")",3021,Plate 2 x 3,Black,64,0.0734,4.6976,0.0731,4.6784,
189,"=IMAGE(""HTTP://img.bricklink.com/P/1/3021.jpg"")",3021,Plate 2 x 3,White,137,0.1048,14.357600000000001,0.105,14.385,
190,"=IMAGE(""HTTP://img.bricklink.com/P/86/3021.jpg"")",3021,Plate 2 x 3,Light Bluish Gray,215,0.0903,19.4145,0.0894,19.221,
191,"=IMAGE(""HTTP://img.bricklink.com/P/85/3021.jpg"")",3021,Plate 2 x 3,Dark Bluish Gray,161,0.0542,8.7262,0.0541,8.7101,
192,"=IMAGE(""HTTP://img.bricklink.com/P/89/3021.jpg"")",3021,Plate 2 x 3,Dark Purple,167,0.0485,8.0995,0.0477,7.9658999999999995,
193,"=IMAGE(""HTTP://img.bricklink.com/P/7/3021.jpg"")",3021,Plate 2 x 3,Blue,113,0.0491,5.548299999999999,0.0489,5.5257,
194,"=IMAGE(""HTTP://img.bricklink.com/P/5/3021.jpg"")",3021,Plate 2 x 3,Red,68,0.0724,4.9232000000000005,0.0724,4.9232000000000005,
195,"=IMAGE(""HTTP://img.bricklink.com/P/3/3021.jpg"")",3021,Plate 2 x 3,Yellow,68,0.1014,6.8952,0.1012,6.8816,
196,"=IMAGE(""HTTP://img.bricklink.com/P/4/3021.jpg"")",3021,Plate 2 x 3,Orange,46,0.0464,2.1344,0.0467,2.1482,
197,"=IMAGE(""HTTP://img.bricklink.com/P/88/3021.jpg"")",3021,Plate 2 x 3,Reddish Brown,49,0.0478,2.3422,0.048,2.352,
198,"=IMAGE(""HTTP://img.bricklink.com/P/1/3021.jpg"")",3021,Plate 2 x 3,Various,24,0.1,2.4000000000000004,0.1,2.4000000000000004,
199,"=IMAGE(""HTTP://img.bricklink.com/P/34/3941.jpg"")",3941,"Brick, Round 2 x 2 with Axle Hole",Lime,176,0.0562,9.8912,0.0569,10.0144,
200.1,"=IMAGE(""HTTP://img.bricklink.com/P/88/3941.jpg"")",3941,"Brick, Round 2 x 2 with Axle Hole",Reddish Brown,203,0.0678,13.763399999999999,0.0684,13.885200000000001,
200.2,"=IMAGE(""HTTP://img.bricklink.com/P/88/3941.jpg"")",3941,"Brick, Round 2 x 2 with Axle Hole",Reddish Brown,203,0.0678,13.763399999999999,0.0684,13.885200000000001,
201,"=IMAGE(""HTTP://img.bricklink.com/P/5/3941.jpg"")",3941,"Brick, Round 2 x 2 with Axle Hole",Red,43,0.0487,2.0941,0.0484,2.0812,
202,"=IMAGE(""HTTP://img.bricklink.com/P/89/3941.jpg"")",3941,"Brick, Round 2 x 2 with Axle Hole",Dark Purple,18,0.0406,0.7307999999999999,0.041,0.738,
